# x [nm]    y [nm]    z [nm]
-2.835251909755669431e-01 3.721969614494338718e-01 1.964961114094692096e-01
-2.849349603808484788e-01 3.654455580172700224e-01 1.616596063670189543e-01
-2.804624067934415876e-01 3.718557603256980038e-01 1.480745511131101311e-01
-2.706757177604938169e-01 3.802141461180088000e-01 1.017705809205489698e-01
-2.519039070017047299e-01 3.982144679769647477e-01 7.889839899189646233e-02
-2.474895323906542155e-01 4.207104427582696315e-01 5.997401291014029662e-02
-2.216117483417033573e-01 4.278746282285285640e-01 3.482096281367245277e-02
-1.826871413585636206e-01 4.665601274580358226e-01 -8.266379629352782477e-05
-1.420062750979453337e-01 4.673216126818593441e-01 -1.873253642731994781e-02
-1.330396840192647478e-01 4.668739754898608152e-01 -2.388680741549767741e-02
-1.239445657063028144e-01 4.756633586762864518e-01 -1.167293725891371814e-02
-1.334155126304573391e-01 5.044843793723770009e-01 -1.389531889919442750e-02
-1.268016156767426128e-01 5.188844219548308656e-01 -2.180631004529547806e-02
-1.143026304895578549e-01 5.157490058810825229e-01 -4.237150144162439569e-02
-1.021226538552717084e-01 5.056530682928775944e-01 -4.651233976730306113e-02
-7.824478742240503770e-02 4.851338580772448505e-01 -2.870446089530199682e-02
-7.591739455531566760e-02 4.744496290009394546e-01 -4.051445020207501690e-02
-6.583306572784337896e-02 4.831017627096645950e-01 -5.247905003071541563e-02
-7.157378677043756132e-02 5.070905638598045551e-01 -5.812055333717768002e-02
-9.885275241294255721e-02 5.265075686244653497e-01 -4.166978688609587061e-02
-1.063494732456305020e-01 5.328811819527575766e-01 -3.780863682490089028e-02
-9.946155679642826319e-02 5.259553944550301452e-01 -2.253122516690946042e-02
-1.019099019843625470e-01 4.789101851405633825e-01 -1.089528184371135050e-02
-9.838874179516585161e-02 4.734089922551130147e-01 -2.944559921399893948e-02
-8.666737169256999440e-02 4.522411868184573192e-01 -1.272482089891376067e-02
-7.602757796938937329e-02 4.373769946389723939e-01 3.778622654163992650e-03
-4.989759633214337076e-02 4.422735004089669020e-01 2.209733978514639291e-02
-5.785228476362265504e-02 4.475679528704952226e-01 4.304834088462432956e-02
-5.236616242177673242e-02 4.544077506066326322e-01 7.584825739814876622e-02
-3.962420638566521019e-02 4.664304486348196388e-01 9.382684678031447123e-02
-4.003044308130258161e-02 4.613764740998789193e-01 8.556456439241937051e-02
-5.475112244607495404e-02 4.575828173592249581e-01 7.193660871916665589e-02
-6.277242731452395419e-02 4.653273830112621412e-01 4.367607907417402069e-02
