#"Step","Potential Energy (kJ/mole)","Temperature (K)"
32000,281.41907301428995,279.45677470853565
32100,214.1632365086743,305.71377172740864
32200,218.6427502150022,288.37118366564215
32300,231.52766242419384,275.47681686651157
32400,210.17470539782295,303.3441207165573
32500,250.76053785175662,297.56471805113875
32600,180.3468293102406,319.91026495956646
32700,264.064763681469,281.6997995968232
32800,191.54994995938802,310.77663240832624
32900,245.9068123328613,288.0274925946315
33000,250.12141709005778,297.48656218936736
33100,213.76731078888668,293.8503132171049
33200,232.3573666871546,270.5538740599347
33300,210.8009260245238,253.62080911450917
33400,176.15837487151165,271.1915484261561
33500,223.08588792204074,246.8879554388756
33600,180.4695792172259,269.94010918338597
33700,209.14234369819258,249.39192311371437
33800,186.7683712990311,265.0364264939928
33900,190.93049810985698,270.4349507587202
34000,207.52669641505656,291.3379923144089
34100,229.67897103778597,276.8217336605629
34200,219.08633195183964,282.5642851739363
34300,232.6816492269862,281.42931979363516
34400,249.99251944262568,276.42863122697423
34500,190.27212926849222,288.5797253835579
34600,247.10657125078393,259.7590910716312
34700,218.85401739264182,301.9977949325912
34800,224.92896124393417,290.57047119202446
34900,229.26288075471206,284.91464963916854
35000,220.16582506837824,272.24958081153534
35100,232.6388744696602,278.9726378483749
35200,206.28710085497957,305.9163640666808
35300,218.04277827354025,268.00338293741083
35400,193.12214603337256,293.03666984138385
35500,248.15554001980666,284.3709964852795
35600,209.51728912049404,299.6753315396876
35700,249.64308790276533,307.75124399761495
35800,274.7382296080782,286.70678696240884
35900,255.3050922826107,296.12384452667976
36000,214.6810478472744,334.6179284016892
36100,294.7492328553535,298.0845672042518
36200,254.76254717438297,329.38661761943666
36300,278.2796501878906,317.05328591945084
36400,268.3186450909783,319.61892600976677
36500,211.8187981495898,333.47338322996563
36600,247.05382117074805,307.392245092146
36700,255.50917406972567,299.6111431240308
36800,233.53813142514724,316.1672436135802
36900,249.49219518198385,292.51548541005434
37000,227.98465946348043,287.197069357021
37100,252.1704369376035,276.55004778696554
37200,220.1321842621812,305.24085400991464
37300,269.20184984281036,313.50086041201723
37400,241.39219038523126,322.5768748315437
37500,241.26301808103122,310.2933330262641
37600,239.0949222015692,278.2362983126286
37700,225.8439849602409,286.0879704741025
37800,228.78212944588876,286.42168950473246
37900,199.6348551221884,295.37021102587374
38000,255.266455580052,293.10128313494454
38100,218.18459548024907,301.4463507636208
38200,235.79620010949418,307.3981160282843
38300,257.4140311903741,298.007918172055
38400,252.78613405682705,304.82109972473694
38500,260.5834569384922,286.3044487153831
38600,272.2262910544475,307.0871830812817
38700,248.4775133796249,315.9329993743627
38800,265.25814251264694,300.14358136716663
38900,254.14260412579847,305.0364373602697
39000,222.7417663727757,285.8359245237525
39100,259.79509246562856,275.9799278807373
39200,237.8319275193828,293.6093487348005
39300,245.06593421327324,313.9091278642376
39400,237.39482846710942,331.9297153246084
39500,272.5653317002981,312.34629972799587
39600,235.19594267902707,324.82924919739116
39700,207.193650150984,330.45917161969544
39800,213.2061409048177,294.8036462735368
39900,208.20604413692956,299.64390923115315
40000,210.54470723872723,277.46600759079024
40100,173.84687475982037,274.61079092778687
40200,232.86431133662276,288.2361293775725
40300,181.83086437812455,319.38360798409246
40400,219.523365547639,283.14124783613323
40500,192.1235730865705,277.9721460624805
40600,219.28676039923562,265.62331564831146
40700,232.2507632510316,271.8061732165139
40800,228.1024418242523,297.44978101690594
40900,262.3462010126449,277.76267080682953
41000,205.30714371229402,312.13213643008976
41100,305.38920421378907,294.3454329056633
41200,224.9246252730707,327.55613603040393
41300,271.3575524051608,303.43882181174337
41400,227.70621095292694,326.1610626775773
41500,294.97507825291837,283.81042747265155
41600,210.86892191392164,307.62390591007653
41700,265.4516888789613,276.6723904168782
41800,243.11368534826778,295.048336618694
41900,211.01944194113545,299.9060715510547
42000,242.60835236185596,293.90398326512553
42100,218.5681366784935,329.6721317204658
42200,266.42728691096465,308.02128204156367
42300,219.73175716209505,309.13529348616134
42400,266.53667982002185,304.29810449281104
42500,246.8913189228958,324.01984251735615
42600,255.79253118997082,306.50025194758985
42700,232.55234087240294,318.83831889195403
42800,231.9196594407535,301.82157061308254
42900,227.57981604375334,312.41410206120827
43000,223.27566678547905,303.9503223931403
43100,238.6081742280732,275.709587694437
43200,236.9230801157004,290.47619544042504
43300,237.2293764981353,289.2317988449587
43400,214.5289727001871,277.2315599578214
43500,227.43649187599402,265.97731787421293
43600,218.69857053170887,284.7679973083714
43700,216.1232309755656,292.09549783621065
43800,229.62627795532916,303.7969731996031
43900,246.66191398397683,306.34862533642547
44000,263.74657829471374,302.95435527715415
44100,225.6077585429942,305.3870502636713
44200,220.17294875755007,321.69045764842923
44300,253.87974221477236,312.56372521192054
44400,206.7389895221293,304.42347644268693
44500,231.50260063989745,304.05019534738796
44600,263.45529195818517,297.7468332095203
44700,236.68585905031952,310.7255690786444
44800,248.985179918207,289.9705191762839
44900,208.38346829044275,294.50008470979947
45000,245.83947484182664,286.89112228664203
45100,220.5222096593935,308.86222870877464
45200,240.44718192342046,292.7981606630342
45300,225.07225329274112,296.0044861409805
45400,199.93923385038022,299.64024084280334
45500,241.49377829877696,273.99068902594206
45600,199.70648291901506,291.5420348317366
45700,227.8423221825738,275.5380625235159
45800,194.81933496334494,302.8509290127586
45900,216.26154044295134,303.6602851400631
46000,193.5631631404922,314.07141782472166
46100,226.48680389220218,289.86868500132647
46200,179.11808669231456,298.0704515374379
46300,224.49906019778908,265.65724746750385
46400,216.55050392339464,295.5619568039575
46500,202.51044117386004,305.39873009524774
46600,219.17876601250165,278.2019637874662
46700,168.11796317361046,252.64847081307235
46800,226.30443755222836,265.61281211940616
46900,222.17406316154512,272.5010145774364
47000,220.336686405499,291.5376544043698
47100,274.0555013031722,303.6364475253441
47200,223.25107369925658,328.7508720095712
47300,244.21673596864522,289.5646038291802
47400,196.23140793929005,338.6119465442604
47500,246.4872616817291,316.7396793732496
47600,236.938238611071,303.7723838443716
47700,258.4160614877105,311.0378359935104
47800,244.50334987602275,304.79492606912476
47900,230.93098168823855,306.36543571176713
48000,207.52077594791228,321.3675147510147
48100,277.7902770214684,304.5862541758654
48200,232.44472678013335,315.0315164939721
48300,255.38483006903115,311.12026081250036
48400,268.5417739012321,284.52028162181745
48500,259.4131931468187,279.5310428044446
48600,277.4667941809147,269.52598394943453
48700,236.02922652113432,276.39796001650393
48800,251.01309111702625,295.76140503566273
48900,239.0564298476591,301.0913280542527
49000,260.9321133520984,287.66085110250947
49100,238.5590150387004,280.7116979027743
49200,232.31170217703556,306.7168812848961
49300,222.890787595707,291.6493823574625
49400,253.25490073960736,307.37918927437863
49500,249.24156380322245,307.82535210935566
49600,241.74548743632076,318.82355823685486
49700,299.4643619879005,294.33030086105634
49800,208.16167177232754,313.9232155734215
49900,279.92896440811467,272.44681347833665
50000,214.01121458373845,318.88678475843284
50100,225.36958209791482,300.09148600839234
50200,216.18870298732162,328.2218155272978
50300,238.72438563733553,307.2984307349343
50400,220.1873478454388,314.9504769194309
50500,250.96474143409026,289.6503052151417
50600,198.64088376457093,316.5206534494378
50700,255.2795809110751,321.5659420547391
50800,233.58294947930048,324.166878411268
50900,250.84312662033258,326.7878614919721
51000,263.92308468188367,308.9612670160754
51100,228.8154805087879,334.34510509819904
51200,284.5442735816113,312.5789222206496
51300,233.2993886069561,311.9409505191931
51400,277.86389521020106,305.56525831385596
51500,242.3986461115289,312.5968040565817
51600,261.37255752095916,303.09511170108834
51700,194.02736696188967,317.7132122678326
51800,253.47466679957498,292.6761192189882
51900,232.13572942079296,304.12101974609726
52000,216.02321639293825,320.0619230939343
52100,263.2549178128805,312.313794066812
52200,220.16823798892517,324.38812380479624
52300,236.44874788530097,282.92066271478717
52400,206.3239035565574,307.4143705814673
52500,233.9398524989483,315.53744544216426
52600,234.65076607936552,302.79298244846797
52700,227.2543793411539,306.9661534225787
52800,251.15273701435137,297.1379496115542
52900,275.73842649404577,287.58953567173046
53000,238.9413538101377,328.13468610916436
53100,306.2145911869016,289.1570854296002
53200,219.5783515522856,316.40880538653295
53300,287.8951915601169,286.63958215570676
53400,244.71383086851912,321.0742213394607
53500,236.50201875855902,302.73264733240393
53600,260.3843206340413,276.8717987571055
53700,245.6937846493588,284.3938796983612
53800,244.54935363980036,308.6693871984466
53900,225.4573254231481,282.86979276676533
54000,207.23595148493172,296.91217073082754
54100,245.3036513131297,277.15356858275237
54200,199.98661067883447,301.81539380812325
54300,202.89418297439687,287.7344650209834
54400,253.48154227007478,270.6613688951259
54500,220.04062710857104,289.15148727292734
54600,222.00159102215375,292.0654547252638
54700,243.87916253507194,273.6814743335984
54800,211.02224660868382,279.5689849268286
54900,253.6418596476061,252.99414207408827
55000,220.895031512672,275.9904434737049
55100,214.52796867138403,272.8989773667868
55200,177.00587581525562,291.5994362273643
55300,229.2982173620076,258.01740204693624
55400,191.09043374005594,292.10056668862785
55500,246.31071351624178,297.8414631107173
55600,210.76036495649893,291.85491652768235
55700,256.1905558898134,300.7039815988807
55800,239.13574724673992,285.08937523404404
55900,227.34696666582687,284.8122219652279
56000,240.87537386107456,280.86515028558176
56100,208.14569107913442,307.6559270578137
56200,250.57221795795306,290.1289911005844
56300,188.72257262321793,305.2398543633395
56400,233.182570828376,278.6209466106417
56500,208.6004264050785,294.38199570185725
56600,205.33940849694562,299.09847421542236
56700,220.875043152765,298.9018428005881
56800,211.6704312463427,300.7228172677888
56900,250.3216890638207,299.2949689534366
57000,233.93805158152588,318.5795056359885
57100,283.11732370559133,288.0666247910828
57200,219.20996890139853,306.56841079737615
57300,257.32928544432747,296.01157313415126
57400,191.54319674495605,323.42297993113374
57500,298.5964327450497,299.34534622600285
57600,206.695895405208,335.1124682990809
57700,256.74333431000406,306.47815765362753
57800,246.83992261728554,315.6545812228178
57900,235.85026808485586,304.15667079749767
58000,223.4023087896261,295.6852153624458
58100,206.2880667116093,296.0753300664002
58200,209.85143415097733,275.81132105429094
58300,208.62475893127538,292.8062536819519
58400,216.13394727173915,300.2635849647392
58500,220.29853799217213,314.0397165433738
58600,227.91555719326348,292.95279628647984
58700,196.33643900217442,299.5492794942193
58800,219.11155101719996,278.5105636840149
58900,197.54624922671508,299.2544805587209
59000,215.57059224553865,287.15124102770216
59100,208.87019803067798,291.9661916913007
59200,195.18432150202614,323.76390463521193
59300,196.49534030562378,346.4153025737475
59400,231.47158736485767,331.5582106612424
59500,222.7593466303656,340.6414274259658
59600,266.93589218074277,304.6684573358335
59700,219.94959631364702,310.8343501157177
59800,246.77234057938358,294.3620388800215
59900,273.1273606301612,300.8448214294164
60000,233.45543645356022,323.8620926227868
60100,252.36377786491676,304.7081725003792
60200,227.3745109391432,328.23540263803557
60300,267.5090511439218,307.9131571638132
60400,219.44038492858692,329.7952426074079
60500,278.9503034284225,316.98271983025944
60600,243.96560689914747,323.05947916904665
60700,247.39366179254907,310.8915260524441
60800,226.89584033236682,300.81471107610633
60900,223.4040881067364,294.58034707292535
61000,228.1114849730304,281.3214463570433
61100,210.19094346585237,301.47220100139555
61200,245.46343667203445,279.6413179598559
61300,199.6924192113937,292.85578181888496
61400,249.69318048183715,276.887091033098
61500,197.9266224511011,298.3012730849403
61600,234.38546739866644,298.26249734133313
61700,257.84036490331914,278.95911640251035
61800,214.43283317931437,315.24158854818523
61900,248.7664770883806,290.28604005946426
62000,199.94698455550505,312.70350066064316
62100,233.57690556771124,294.7376914721338
62200,240.07114141813508,291.28512807577175
62300,237.0194595681174,285.10659071490113
62400,241.9106866922565,315.03044284076975
62500,222.11927673674293,339.37593976122025
62600,221.59014732967006,344.8068950884642
62700,243.07800901860455,318.53473641130495
62800,206.66072140001864,318.40545806443635
62900,224.12531770803662,318.4673096585008
63000,242.76758384809142,296.37412963827603
63100,191.65192332201838,317.631466355969
63200,255.3715070322389,300.3427150948325
63300,238.44485780309859,314.37024344738734
63400,230.76352222205955,314.1019990999757
63500,216.21921707996083,336.36896305666886
63600,213.81859138105827,315.81003844057176
63700,262.3069460891916,293.95998437642345
63800,222.38304999044857,295.7242382151759
63900,231.82155270130545,262.7321829868527
64000,213.8709875353881,288.7838937942544
64100,238.4181244412331,283.04457024933674
64200,226.5927511816243,292.3700926948758
64300,269.0719937507767,278.62807457359906
64400,249.09325124865538,312.822856961621
64500,262.1766131238911,305.1651018877553
64600,235.93966471697092,310.67678871651
64700,240.58945676797083,308.1273810752732
64800,243.32843639810739,331.3360147571991
64900,269.7843846556313,317.13467773116366
65000,198.08927816913007,320.10502094748966
65100,299.57997245340516,294.4151624303987
65200,183.94155410053497,316.0840223674359
65300,292.63583819994,276.60977693385354
65400,199.63003840246117,302.6028411255885
65500,224.51358073491025,288.3779349084298
65600,253.7150353209727,300.80500567925884
65700,235.71902182439032,283.7305677263705
65800,237.05031082586322,269.9588001470005
65900,226.36371234559448,302.8073336834847
66000,250.52829350032818,293.9237744336899
66100,190.7110973710266,320.5083487130731
66200,268.3920860980067,284.67097676004704
66300,196.69347729527243,315.7382266462494
66400,258.2220149584473,292.2908376434409
66500,232.27129623305052,309.2434156140408
66600,240.15862136454302,307.61577908046723
66700,245.02807446203877,322.32170490438074
66800,292.4250178407977,291.74873604131596
66900,182.5257534859531,324.27705234864425
67000,262.9204488200776,287.61278261737687
67100,195.76317471014514,331.18184035885486
67200,235.20046368868256,307.2927021924736
67300,244.4568048553238,305.1071679812984
67400,193.04088704111803,288.36096015846545
67500,211.13759033463373,293.6939911980013
67600,258.99750400459385,299.99929185498115
67700,224.41256073446584,312.9885928625594
67800,252.01322577544866,287.69886854283664
67900,238.52908860792587,323.2108762790438
68000,239.19894677127667,296.9901665742778
68100,237.1324852655211,292.51903966261335
68200,236.33651562898928,285.0355839490572
68300,248.39771008996067,280.38647785770223
68400,249.5372497603299,295.7974790775488
68500,268.0297771207835,289.55719100755044
68600,259.9443017915131,292.5312287098094
68700,224.79651613906609,282.8875605622972
68800,246.0749919144184,281.54950629661306
68900,270.0659898408633,294.61357675560794
69000,237.51649169017077,286.65165966026467
69100,261.2749290169726,300.1305265879953
69200,252.9082986499436,303.7784440350617
69300,201.69600937751323,307.433714304441
69400,227.24898787992808,299.03690493578694
69500,191.46958998834555,284.81374846541354
69600,224.8856239483481,282.1633495036953
69700,198.1117338103442,285.389274617996
69800,227.1132225164452,287.5713972474273
69900,218.39033338853847,297.4036831804778
70000,239.17538036376547,318.04858281773727
70100,257.50795087803425,310.07894538540387
70200,219.42925960486832,330.79989225913897
70300,265.7976351660544,284.1020445059295
70400,238.4924766241299,302.66710463545064
70500,248.08535863959318,278.8865784830174
70600,240.59527990787973,282.1550791395911
70700,221.46791421230415,293.9980406207196
70800,221.9294213751398,299.97604321282876
70900,215.7050852315862,269.97200812345466
71000,215.1147297714071,272.1262045739828
71100,204.20488186296848,305.9929366368164
71200,229.74599808450213,324.3255094063242
71300,209.30859878383328,316.08084975824
71400,224.5943189285264,294.3828575840148
71500,213.24653429354402,295.7194545785815
71600,178.38422354671525,299.4575814773673
71700,209.4056028835517,275.88827467370396
71800,198.9181034202267,293.3873309363748
71900,230.56465600580202,288.95581528684323
72000,253.87576599953223,273.4702538941207
72100,185.7034669259244,273.18507759369896
72200,200.44929777189222,278.6895034861384
72300,209.63881451733494,273.24418875979194
72400,176.3716840442105,289.5612141580683
72500,217.7740030193312,273.9754652405168
72600,178.31331497367842,276.52261831464943
72700,234.59872526798648,254.9907365529341
72800,210.7383896015451,254.26149683136092
72900,225.60047084225235,264.4567762662783
73000,234.78646943461337,277.59347255006355
73100,207.0644815985786,300.4627342556406
73200,259.0390945320054,272.83824092067266
73300,184.94720131691798,291.75252458471164
73400,240.62984646525067,284.6669085832161
73500,234.07460275748798,307.39864813773505
73600,256.23731567059275,304.95085254954006
