# x [nm]    y [nm]    z [nm]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.274401045552314638e-03 6.827800442692215539e-03 -2.163057007103110288e-02
1.565501196566662298e-02 3.920537007866297871e-03 -1.125242038612281684e-02
3.367363686760783612e-03 2.412234858076633265e-02 -2.618073821956789365e-03
-1.026349441572571922e-02 5.318102860940376875e-02 -2.016809488627820113e-02
-9.422150885826791056e-04 7.326618009295757239e-02 -3.057021690825290072e-02
1.436553420408898454e-02 9.003038474576405270e-02 -1.506631578623898217e-02
2.844534746410287696e-02 1.053395529923103341e-01 1.178303075186401712e-02
2.275494794466152021e-02 1.116089712161440206e-01 2.199122299968104058e-02
2.288542974042868938e-02 1.285362926009503415e-01 3.412160280868607037e-02
-1.918615420708454089e-02 1.496095305241676443e-01 2.896976081848727791e-01
-3.872360520250146126e-02 1.695300043563821857e-01 3.323711652133242711e-01
-5.512623761992838101e-02 1.798307195314281515e-01 3.112091535060038106e-01
-5.603005134226072409e-02 1.767961602008103761e-01 2.562903534174407194e-01
-6.052633962200851953e-02 1.920227413965235330e-01 2.149797424174513805e-01
-5.002427476572999382e-02 1.815734787416623253e-01 1.512768156215677506e-01
-6.111488682302583519e-02 1.976220452552882034e-01 9.259726637289489304e-02
-6.228415868526086807e-02 1.991488182017185082e-01 2.908019822313639979e-02
-5.952620469599925052e-02 2.646286453183542831e-01 3.576023562883988705e-01
-7.988614566388203830e-02 3.074347241963100164e-01 4.483214164816181069e-01
-8.761591920240141551e-02 3.160844709680271647e-01 4.312281871156437574e-01
-1.048164937809951680e-01 3.303499308284921221e-01 3.572926261377141754e-01
-8.134087527467201428e-02 3.411488994565784472e-01 3.008496286107260054e-01
-8.141952484547240743e-02 3.427939728549105891e-01 2.266702766051151285e-01
-8.826808042628246642e-02 3.660838045059539025e-01 1.800023174587721819e-01
-7.866170392510153653e-02 3.845757457355771791e-01 1.440123161334039836e-01
-7.316059983354052110e-02 3.972186187722409612e-01 1.024930220582578599e-01
-6.965059226284857352e-02 3.892244106013320049e-01 1.052358976888425612e-01
-9.027385418820349505e-02 3.849413025330399862e-01 8.619427286751357720e-02
-6.942053868965998575e-02 3.672922625881228087e-01 6.607602734747036743e-02
-6.372595578269452110e-02 3.633754401511782861e-01 2.073947156819491017e-02
-1.012145603434442265e-01 3.445455339523255112e-01 -9.272157460387064898e-02
-1.200611910864569920e-01 3.458990189934879056e-01 -1.491509239526397079e-01
-8.983759092041884720e-02 3.573571960950417958e-01 -1.576291645322080159e-01
-6.535849306401195213e-02 3.785115973330784866e-01 -1.586621405538263252e-01
-5.689346762691653570e-02 4.057119650806242928e-01 -1.715356932341493279e-01
-4.015667915540316324e-02 4.335952136108640609e-01 -1.458070968749284879e-01
-7.225583340729221926e-02 4.442966610662393290e-01 -9.104017701584074529e-02
-5.945430993542571985e-02 4.333117382571843312e-01 -7.627991544010206959e-02
-2.277448117337591699e-02 4.141179158540007621e-01 -5.382367234238150111e-02
-3.233227269295600032e-02 4.126249462143309898e-01 -7.175498229739424305e-02
-3.438897223767881095e-02 4.197613243550140094e-01 -7.162384606968248690e-02
-2.510147271470507951e-02 4.230166746027008151e-01 -7.344024782017329056e-02
-1.560758448926750398e-02 4.336317020692639357e-01 -6.302720475415331258e-02
-3.994649400250583834e-03 4.496429768594823462e-01 -5.929199144731157195e-02
2.239998388908631850e-03 4.682649153238636619e-01 -5.256461038314503426e-02
1.168639029559203138e-03 4.630045238690521647e-01 -6.088546388701807782e-02
-9.659549048777623347e-04 4.974412543794283770e-01 -6.109146688511354201e-02
-1.415823020326511042e-02 4.913019322254917887e-01 -8.431115918747701665e-02
-5.137296992020548569e-02 4.766692026845760211e-01 -7.333632689894091505e-02
-2.454482177588973926e-02 4.894992510544720066e-01 -6.386151795677103005e-02
-2.884670846726787238e-02 4.884099105151049613e-01 -8.360555624764479110e-02
-5.345156569260547941e-02 4.777509731273578142e-01 -6.389424759713477342e-02
-1.490527237372794161e-02 4.630442315216671267e-01 -5.161156685153907991e-02
-1.354418079875483079e-02 4.289955770182573569e-01 -4.026116837543972787e-02
-5.333264753550257670e-02 5.169747957374125624e-01 -3.275412822933995161e-01
-5.877588056033562075e-02 5.533817707455657153e-01 -4.056729699772447795e-01
-6.473142207138329884e-02 5.520848401006576145e-01 -3.990744740033816407e-01
-5.699332999642377912e-02 5.685246104498883346e-01 -3.345399542507130897e-01
-5.221193217781046336e-02 5.522334026409012608e-01 -2.566892089782866759e-01
-6.186715022682218179e-02 5.633244537054253875e-01 -1.911743281546607887e-01
-7.435927703080368045e-02 5.524080756944882431e-01 -1.391279599618722718e-01
-5.075987884615835305e-02 5.252140575426106350e-01 -7.509505679750451412e-02
-2.439107428506114353e-02 4.582674830130189503e-01 -7.573894240404584199e-02
-2.194713254668713767e-02 4.409447415675412096e-01 -5.395916670877078103e-02
-3.789728659433698466e-02 4.446474669531093604e-01 -5.960488066276412034e-02
-2.605657483979088862e-02 4.453167876730523278e-01 -8.305376794006875951e-02
-4.372107270769004517e-02 4.610827582028010907e-01 -6.244303716057718334e-02
-3.018180232144000719e-02 4.612906341043837566e-01 -5.580317041344975970e-02
-8.847844984605904295e-03 4.596703927331288742e-01 -5.842944786506756166e-02
-1.173514292813153913e-02 4.467534455609146193e-01 -5.299506208089942855e-02
-2.486958084309918646e-02 4.720204783268857618e-01 -4.067933346003754086e-02
-6.152451070215803064e-02 4.679242751676221945e-01 -9.136826953660670547e-02
-3.688205119262083498e-02 4.473847383828903346e-01 -1.056878892790479307e-01
-5.023935626264591087e-02 4.429229883111868160e-01 -9.664924488327809871e-02
-3.191703829321788921e-02 4.677570974970426954e-01 -1.086229602628918517e-01
-2.180636872287982850e-02 4.855003804288222091e-01 -8.923991195193264891e-02
-3.868759071980669428e-02 4.838876116736327004e-01 -9.469994606182399743e-02
-2.680974389060432339e-02 4.715272925171101748e-01 -6.741044562987724698e-02
-3.866133175559281765e-02 4.586632787061298844e-01 -3.126754391263856375e-02
-3.868796321729289778e-02 4.228223866950331367e-01 -1.421931111107173074e-01
