#"Step","Potential Energy (kJ/mole)","Temperature (K)"
69500,-333.6907462298347,295.751607316337
69600,-316.0392895807054,303.898684317628
69700,-339.9646873313635,310.2912863299799
69800,-348.0301903014144,300.8375770761862
69900,-340.57776959028524,289.3141348719063
70000,-334.31034588622515,282.7629802824583
70100,-348.3833673764362,290.3898579857101
70200,-327.1921739344728,283.98781588929825
70300,-315.96988113452454,285.615745662033
70400,-325.91870644124106,292.48698327938484
70500,-344.3992126911177,299.1909443450648
70600,-319.34169461027744,289.67541067614417
70700,-335.5818960708424,291.546969198241
70800,-328.67374240039095,294.52294852460574
70900,-323.31524236887145,288.15962737590667
71000,-313.5270284898203,286.51013425347065
71100,-306.69985103477,299.8531315685021
71200,-325.82174292006806,303.1027760194863
71300,-340.32184584820874,304.22408645086216
71400,-330.2065893118918,306.80985490337025
71500,-308.81901626886923,317.45585373083327
71600,-351.06139973074283,318.4668196261768
71700,-336.82188550614404,314.7807969765281
71800,-323.36293726446036,307.8757913263599
71900,-356.5337344617714,305.8296999567666
72000,-324.67348654111026,305.2031553734845
72100,-339.27754214646217,308.1170166628026
72200,-337.04054342959637,311.1675449934244
72300,-349.2849611784337,299.74512679255076
72400,-315.8225681146596,288.2603383331203
72500,-332.6425241919437,303.17861268337685
72600,-336.8487282782174,306.6832919583186
72700,-316.6438743636092,294.88194473062464
72800,-333.2949681709608,304.24708694472446
72900,-346.2464434907037,293.9567793457703
73000,-335.84502056183817,295.90975916243286
73100,-344.369566795269,285.82359127351054
73200,-345.07666790471893,283.5376686172503
73300,-338.0355444010123,277.1613962363357
73400,-353.6156072981446,282.25529777146255
73500,-355.08686142084895,279.96164486865047
73600,-323.36200725873385,296.42515494412936
73700,-332.88777681336893,295.30244680745193
73800,-323.3004403441453,288.7927785986468
73900,-329.3145647625308,286.4803531843004
74000,-324.66616651461453,300.2158039304537
74100,-329.8609668091674,292.9872238787897
74200,-311.8396055127284,287.31846424433553
74300,-315.84442052272965,298.6667863038624
74400,-318.5850476207448,303.2060077416333
74500,-328.3620219800618,296.82958693506737
74600,-322.9274541539785,284.87818120562866
74700,-332.8406817638173,292.95882073119174
74800,-315.9833330616827,291.4495214345315
74900,-316.3522213300764,292.0507915542495
75000,-320.79712776510524,288.3661622323319
75100,-310.6251292171945,293.18248224928743
75200,-342.23617401006294,295.14077268374103
75300,-312.7279939190147,302.55065607602154
75400,-335.3811183081427,306.3827015379753
75500,-319.68587931156156,308.5193696438167
75600,-318.8460174498688,308.840546073417
75700,-309.09305438522637,305.6820004553039
75800,-325.44297194325793,296.2095941519407
75900,-309.3926577811224,290.86496640821963
76000,-326.47874614488325,293.178924842472
76100,-303.9114124225284,294.00980868352644
76200,-305.49738950172804,281.91732230103054
76300,-308.60890410920723,277.7865274944062
76400,-325.7629857674878,287.2033089419397
76500,-315.7276810309479,286.92855220079895
76600,-311.6705721959176,283.01870379952055
76700,-325.6101264044534,289.5608506942595
76800,-298.9122400314173,295.99131202773015
76900,-313.4309018252372,305.6726635985024
77000,-317.56565526901466,304.8620286804926
77100,-312.2995556235572,300.512749755318
77200,-326.11510904351087,308.120995734055
77300,-308.9485306808277,303.0093308621609
77400,-333.4698376743565,298.40711260139346
77500,-312.045751236999,298.685065528869
77600,-305.78754071533723,294.883601231075
77700,-293.1196343968658,295.3565288172912
77800,-324.32328122915453,302.51794832901163
77900,-313.6979248576977,295.34259417133177
78000,-326.01804001863417,300.14163993953554
78100,-319.1010619479206,299.6494515749767
78200,-305.83210333042774,300.29398650106856
78300,-314.2729964338021,299.6151539670259
78400,-294.6888363513482,290.14328377824825
78500,-300.3424604239896,294.1018821624131
78600,-320.97624931513707,290.747563429292
78700,-306.03489777992576,291.6870117555045
78800,-321.0816783399838,296.22464659705815
78900,-315.2471232614141,299.8997913304656
79000,-326.89663887311553,299.2509789778548
79100,-319.2947243386879,291.24327497371667
79200,-313.4184165463309,280.8645729438835
79300,-301.3908256177699,291.29034827186683
79400,-293.6193282316849,285.8613293568428
79500,-309.53879418542925,288.4355132811326
79600,-311.6352061200942,287.76170612105426
79700,-292.7574623891434,293.56439261151905
79800,-309.047964029732,301.4100640628954
79900,-312.59971991044785,304.04287063128254
80000,-308.32709117297907,307.44406847442406
80100,-339.33696005254393,307.840200359134
80200,-337.6950834013948,308.0166381020729
80300,-326.71531626380835,309.90677807603123
80400,-334.2259120945291,308.20995488672315
80500,-335.71858730455466,302.9982563764231
80600,-325.1216735886916,302.5550751230241
80700,-305.5912533756187,305.8864623825528
80800,-326.00767993201725,309.30507780521515
80900,-294.82536694012464,298.25380441859
81000,-325.3544403385126,305.0269237314022
81100,-327.359256372212,305.99134905622486
81200,-342.412656315261,304.58943042117136
81300,-322.5768344379824,290.3250265210442
81400,-346.971290509085,297.3665161382375
81500,-320.48604547455164,302.4383727820688
81600,-336.7689253357361,303.5615846145323
81700,-320.05939764073077,300.77751011581495
81800,-330.9000702671274,305.4995612695832
81900,-332.8019522354658,308.2241931055327
82000,-321.58386023633926,308.1081323226116
82100,-322.66271423308655,305.9909234044151
82200,-309.2208376231676,312.4465837301611
82300,-311.5050558757054,306.9120149691527
82400,-316.40581836104803,304.0013627564477
82500,-327.27065415437977,298.95919079331395
82600,-342.6852404382,305.45764581190286
82700,-296.1694439407692,298.9236302015269
82800,-321.30260161424684,296.9476490971826
82900,-303.0567338418885,298.1297700505272
83000,-301.69885950443853,307.5436716447427
83100,-306.96828651840775,306.9602486716368
83200,-310.4032507293192,301.49085496398015
83300,-296.5477268978707,295.51658787472076
83400,-297.05018063555434,289.64514423874266
83500,-290.4423984130363,284.9922619495607
83600,-329.79319004543396,294.565245388111
83700,-330.63493063566204,291.9289886262639
83800,-324.9772197965847,291.8255977785376
83900,-332.5705313243344,301.8140205362185
84000,-342.48033142045574,308.84156760591674
84100,-331.6636480816092,299.110747518602
84200,-345.0295866060338,300.74163337854327
84300,-309.9434730679805,299.37556121608714
84400,-326.35925399530066,299.01036992882865
84500,-318.7128424991788,290.2315658409578
84600,-316.04688680094034,282.0008123625734
84700,-344.02247761307154,284.170249999772
84800,-348.44026559097875,289.02605996771507
84900,-354.20247765588334,295.08669570512785
85000,-340.4190981036235,300.9955840024338
85100,-304.8218409785604,281.12076435575074
85200,-353.39303325604726,288.49116355014587
85300,-337.180669654827,291.8902496789723
85400,-346.8408413328977,293.71672711694595
85500,-326.7768471426131,292.56522628442093
85600,-321.0562403829604,296.08120407745156
85700,-306.59715276973384,290.48851645196714
85800,-300.33848832511075,297.10333439179925
85900,-309.7906270227066,289.6975037704454
86000,-305.60380590220024,305.9339860197208
86100,-305.21569124618793,302.43317694164847
86200,-322.04891220384394,299.6215687911515
86300,-285.14356385538144,299.8723918395521
86400,-335.3002692612462,302.3104886221722
86500,-333.6836456073268,294.5853532750455
86600,-320.04525856236245,290.50389214668354
86700,-315.00490819410913,281.06695373028725
86800,-343.0816325630353,288.0548011384335
86900,-335.5403207573481,283.7432231873715
87000,-327.3270672695101,288.35635419567177
87100,-327.94260577473983,286.95669800508745
87200,-296.8521406249108,291.2915525268533
87300,-327.80069180282015,294.3481650428858
87400,-308.8097032924794,295.97976449973964
87500,-333.84588103687605,303.30912111574844
87600,-310.14030792730813,298.82898856966176
87700,-321.51539257095,299.7492487599931
87800,-314.58972122758274,297.87067654815127
87900,-307.2719736037352,301.74737209450075
88000,-310.9846972635805,297.2056161171549
88100,-297.10565638986685,310.53715116618633
88200,-300.49460777665365,306.02139454627735
88300,-263.7497108561905,309.12412328336524
88400,-293.1016395599572,304.62846960914106
88500,-267.76327618470924,297.58585174817483
88600,-293.8329102204704,279.32775222989983
88700,-286.69317348391274,281.99226125037313
88800,-305.7969245983381,281.19264163144226
88900,-301.5600155226767,288.45397892636856
89000,-298.12262843524866,288.2663234953634
89100,-323.1561836453349,284.5978006155052
89200,-326.43808728899666,284.09128435228723
89300,-317.99821160352684,286.4835724511943
89400,-324.42995093354375,303.41511700276806
89500,-323.594634696141,297.2093293532106
89600,-329.7767780324871,289.29770402727434
89700,-313.7140544260847,290.31095004035734
89800,-304.1970354794366,292.6182811285726
89900,-293.55604157565347,301.82241260376594
90000,-305.0478680009051,301.7396264491318
90100,-292.81235056382263,293.38310096635183
90200,-302.3936760504975,294.19802658892905
90300,-297.79216882919513,296.0816359493384
90400,-309.37867595046845,297.2543535576931
90500,-301.85076010985716,303.659301042997
90600,-318.2431477724646,304.802490988187
90700,-321.04655853271555,294.82648145206133
90800,-288.1598924061971,293.69188086318917
90900,-334.7515129891182,302.9579978746286
91000,-333.74514323704005,294.14796521006485
91100,-335.58075978292,298.904307478078
91200,-334.07146154910544,297.0833704176598
91300,-335.81711328789146,294.2027998485731
91400,-313.99691338895605,296.1660533728521
91500,-320.73290285188676,299.9492437739877
91600,-312.04926160045767,299.97815986708406
91700,-319.43416736819364,307.17590689408974
91800,-294.06000060523655,306.16882695883436
91900,-307.1034535357817,306.720407506413
92000,-316.117815139759,303.48701930871243
92100,-307.27011652681483,308.3811631051201
92200,-304.3389522800373,306.9654287991009
92300,-291.97344891351133,305.50083128837184
92400,-298.5693028587874,299.40605298111996
92500,-328.4245659415323,296.71644694757356
92600,-300.09361443313816,289.5235740539143
92700,-297.3860397091423,290.54860084892107
92800,-311.69780103584145,298.4290079222911
92900,-284.6486365337627,294.53034453717623
93000,-319.50439928339466,295.5983290329811
93100,-309.2279436084853,295.7507154297868
93200,-307.4615444327497,289.77500810279764
93300,-303.38008275148593,305.763397571508
93400,-272.9673231989142,299.27591646546745
93500,-308.5590160893641,296.6069310489761
93600,-318.14584783629635,300.67343879075054
93700,-301.00975008834376,293.69397566548906
93800,-336.5173670270912,293.2966919509147
93900,-330.85678560194714,295.3170287928081
94000,-322.04016107821764,299.5462488005612
94100,-325.71558898341885,303.81184318173075
94200,-317.4682417323707,302.73831507012795
94300,-308.7666248507907,302.6970932194914
94400,-312.15637672128224,297.8267388051388
94500,-314.78830393474016,304.77319056855004
94600,-319.840495784794,299.39485858428685
94700,-307.42504517010644,301.93715005169014
94800,-318.8532320416309,298.0209972277889
94900,-310.0697094570827,290.7472951248813
95000,-318.34233628195983,281.1543519002291
95100,-330.42415823757034,283.88822874888046
95200,-314.35717643915433,288.2542203519826
95300,-340.6426185318301,293.00046790029205
95400,-315.59613257512126,305.14794797821946
95500,-321.3922827345747,295.27507130913347
95600,-330.3583763032392,287.42749445559247
95700,-338.42640694455963,298.5236963567671
95800,-351.69839535672065,293.8398290192125
95900,-310.5216946989353,290.87736223508864
96000,-320.9629857901187,292.5981646722246
96100,-349.2442394352198,287.42095229508357
96200,-309.42033718581587,290.21898557775205
96300,-305.67942735781907,288.2896998533244
96400,-319.21076793230253,292.33817739234735
96500,-323.8560310585871,302.51911002577236
96600,-315.6204447577333,297.879476530605
96700,-333.8889551801214,291.8373031391825
96800,-335.936841221806,290.435712884419
96900,-334.92050419982655,295.4992979362463
97000,-333.8932574968479,298.7138141245559
97100,-317.8878919857914,300.70077751816336
97200,-320.8783569442904,300.4189570016316
97300,-333.76363839411266,294.68967980025104
97400,-307.824689875419,295.27710453248443
97500,-326.55016481791785,307.36837118316083
97600,-328.56952284988,296.680798435058
97700,-305.0159584036191,309.7334912248347
97800,-317.0003639931278,303.4083149257477
97900,-322.1729615677427,304.0398464317606
98000,-317.05514919284565,294.4980022098072
98100,-319.7461284297928,295.08707780567437
98200,-326.4352723723549,291.70746588222136
98300,-320.4038761650403,284.28294674625874
98400,-326.8630939471838,295.64957626874383
98500,-306.7972357148016,301.15120188664207
98600,-307.57575208572524,294.8109718927831
98700,-312.3586195864756,297.4393751791987
98800,-304.6664629821737,295.4869287953058
98900,-278.60809330480595,295.77241699914185
99000,-287.7567839243673,294.2299110894012
99100,-285.45823358243956,296.53059184135145
99200,-287.76542653906245,280.14057779786475
99300,-283.97428619754254,283.2714446541413
99400,-288.78028893980587,288.2583617070459
99500,-283.719280082231,289.17362764358217
99600,-289.99274240984386,296.5758594255955
99700,-297.32138384684765,292.8025584377764
99800,-308.21777706083975,290.7673655632538
99900,-301.71261120509143,292.7864746377404
100000,-295.27187579597603,294.4442235310542
